id_restaurant,label,food_type,city,review
367,"fung lum restaurant",asian,campbell,2.4
368,"house of orient",asian,campbell,2.0
369,"oriental garden restaurant",asian,campbell,2.0
370,masayuki's,asian,capitola,2.0
371,"wok west",asian,capitola,2.0
372,"oriental kitchen",asian,colma,2.0
373,"lotus garden",asian,"foster city",2.5
374,"yet wah restaurant",asian,"foster city",2.8
375,"mings kitchen",asian,"los gatos",2.3
376,"yeung shing restaurant",asian,"los gatos",2.0
377,"chef wang restaurant",asian,millbrae,3.0
378,"fung jen palace",asian,milpitas,2.4
379,"hong kong garden restaurant",asian,milpitas,2.0
380,"hungkee garden restaurant",asian,milpitas,1.5
381,"jangtu soondae restaurant",asian,milpitas,2.0
382,"manila chopsticks",asian,milpitas,2.0
383,"pho 909 restaurant",asian,milpitas,2.0
384,"pho super bowl",asian,milpitas,3.5
385,"pho world",asian,milpitas,2.8
386,"the new orient",asian,milpitas,2.3
387,"chef wang",asian,"mountain view",3.3
388,"pedro point restaurant",asian,pacifica,3.3
389,"chin's restaurant",asian,"redwood city",2.3
390,"ling nam noodle house",asian,"south san francisco",2.0
391,"bamboo garden",asian,"san bruno",2.0
392,"fon yong restaurant",asian,"san bruno",2.0
393,"golden palace restaurant",asian,"san bruno",2.0
394,"grandehos hibachi",asian,"san bruno",2.0
395,"luck jade restaurant",asian,"san bruno",2.0
396,"wang's house",asian,"san bruno",2.3
397,"chu's garden restaurant",asian,"san carlos",2.7
398,"uncle chen restaurant",asian,"san carlos",3.3
399,"anh dao restaurant",asian,"san jose",2.0
400,"bac huong restaurant",asian,"san jose",3.0
401,"binh minh restaurant",asian,"san jose",2.0
402,"chau kee restaurant",asian,"san jose",2.0
403,"dac phuc restaurant",asian,"san jose",2.3
404,"hoa xuan restaurant",asian,"san jose",2.0
405,"kowloon kitchen",asian,"san jose",2.0
406,"lai lai restaurant",asian,"san jose",2.0
407,"long hai restaurant",asian,"san jose",2.0
408,"long hoa restaurant",asian,"san jose",2.0
409,"lung wah restaurant",asian,"san jose",2.0
410,"nha thanh restaurant",asian,"san jose",2.0
411,"paradise oriental restaurant",asian,"san jose",2.0
412,"pho 90 restaurant",asian,"san jose",2.0
413,"pho hien",asian,"san jose",2.0
414,"pho hoang restaurant",asian,"san jose",2.0
415,"pho thanh hien restaurant",asian,"san jose",2.0
416,"quang da restaurant",asian,"san jose",2.0
417,"sanuki restaurant",asian,"san jose",2.0
418,"song tien restaurant",asian,"san jose",2.0
419,"soong soong restaurant",asian,"san jose",2.0
420,"thanh ha",asian,"san jose",2.0
421,"thanh ha com chay",asian,"san jose",2.0
422,"thanh huong ii",asian,"san jose",2.0
423,"thanh son tofu che hien khanh",asian,"san jose",2.0
424,"thanh van ii restaurant",asian,"san jose",2.0
425,"vung tau restaurant",asian,"san jose",1.8
426,"yeung's sung yuan restaurant",asian,"san jose",2.0
427,"new kwok wah",asian,"san mateo",2.0
428,"the pot sticker",asian,"san mateo",2.7
429,"viet hung restaurant",asian,"san mateo",2.0
430,"mister go ii oriental cuisine",asian,"santa clara",2.0
431,"pho hoa",asian,"santa clara",2.5
432,"sham hing restaurant",asian,"santa clara",2.0
433,"su's mongolian b b",asian,"santa clara",3.0
434,"asian rose restaurant",asian,"santa cruz",3.2
435,"asian rose restaurant",asian,"santa cruz",2.8
436,"bamboo restaurant",asian,"santa cruz",2.0
437,"mei garden restaurant",asian,"santa cruz",2.0
438,"mei garden restaurant",asian,"scotts valley",2.3
439,"golden buddha restaurant",asian,soquel,2.8
440,"orient expresso",asian,soquel,2.0
441,"wee ming restaurant",asian,soquel,2.0
442,"chef chen",asian,sunnyvale,2.0
443,"king wah restaurant",asian,sunnyvale,2.3
444,"pho golden bowl restaurant",asian,sunnyvale,2.7
445,"pho xe lua noodle house",asian,sunnyvale,2.0
446,"phu hai restaurant",asian,sunnyvale,2.0
447,"the new orient",asian,sunnyvale,2.0
448,"the house",asian,"san francisco",3.9
449,"oriental express",asian,sebastopol,2.0
450,"oriental pearl restaurant",asian,"san francisco",2.0
451,"oriental restaurant",asian,"san francisco",2.0
452,"oriental seafood restaurant",asian,"san francisco",2.0
453,"wanton house",asian,"santa clara",2.3
454,"chicken bowl",asian,"santa clara",2.0
455,sticks,asian,"santa clara",3.0
456,"betelnut pejiu wu",asian,"san francisco",3.6
457,"season buffet",asian,newark,2.2
458,"lhasa moon",asian,"san francisco",3.0
459,crustacean,asian,"san francisco",3.0
460,"ru lepic",asian,"san francisco",2.7
461,crustacean,asian,"san francisco",2.0
462,"bok choy asian market cafe",asian,"palo alto",3.6
463,"s & b",bbq,"san mateo",2.7
464,"boogie woogie bagel boy",bagels,alameda,2.7
465,"lox stock & bagel",bagels,berkeley,2.0
466,"lox stock & bagel",bagels,berkeley,2.0
467,"noah's bagels",bagels,berkeley,3.8
468,"lox stock & bagel inc",bagels,emeryville,2.0
469,"noahs new york bagels",bagels,emeryville,2.0
470,"the posh bagel",bagels,"los altos",3.4
471,"the posh bagel",bagels,"los gatos",3.0
472,"the posh bagel",bagels,"menlo park",2.0
473,"morgan hill bagel house",bagels,"morgan hill",3.0
474,"the better bagel",bagels,"mountain view",2.4
475,"that bagel place",bagels,napa,2.0
476,"the bagel adventure",bagels,napa,1.7
477,"lox stock & bagel",bagels,oakland,2.0
478,"suzy's lox & bagel",bagels,oakland,2.0
479,"bagel works",bagels,"palo alto",3.7
480,bagel,bagels,"san francisco",2.7
481,"the bagelry",bagels,"santa cruz",2.3
482,"the bagelry",bagels,"santa cruz",2.8
483,"broadway bagels",bagels,saratoga,2.0
484,"saratoga bagels",bagels,saratoga,2.2
485,"the bagelry",bagels,soquel,2.0
486,"phil a bagel",bagels,"walnut creek",2.7
487,"noahs bagels",bagels,"los gatos",3.1
488,"brother's bagels",bagels,berkeley,2.0
489,"sonoma valley bagel co",bagels,"santa rosa",3.0
490,"sonoma valley bagel co",bagels,"santa rosa",2.0
491,"home grown bagels bakery & restaurant",bagels,sonoma,2.0
492,"homegrown bagels bakery & restaurant",bagels,sonoma,2.0
493,"noah's new york bagels",bagels,"palo alto",2.6
494,"house of bagels",bagels,"palo alto",4.0
495,"house of bagels",bagels,burlingame,2.7
496,"the bagelry",bagels,"san francisco",3.0
497,"noah's bagels",bagels,alameda,2.7
498,"berrys pastry shop",bakery,antioch,2.0
499,"windmill family restaurant & bakery",bakery,antioch,2.0
500,"renee's bakery",bakery,aptos,2.0
501,"hello croissant",bakery,berkeley,2.0
502,"windmill family restaurant & bakery",bakery,"bethel island",2.0
503,"gayle's bakery & rosticceria",bakery,capitola,3.0
504,"granny eng's donut & bakery",bakery,"daly city",2.0
505,"paradise bakery",bakery,"el cerrito",2.0
506,"muffin treat",bakery,fairfield,2.0
507,"conrad's pastries",bakery,felton,2.0
508,"creative croissants",bakery,martinez,2.8
509,"martha's pastries",bakery,"menlo park",2.0
510,"gold ribbon bakeshop & restaurant",bakery,milpitas,2.0
511,"villa corona bakery",bakery,napa,2.0
512,"la brasserie",bakery,oakland,2.7
513,"ruby king bakery",bakery,oakland,2.0
514,"fairmont bake shop",bakery,pacifica,2.0
515,"palo alto baking co.",bakery,"palo alto",3.8
516,"prolific oven",bakery,"palo alto",3.3
517,"stanford pastries",bakery,"palo alto",2.0
518,"dutch treats bakery",bakery,"pleasant hill",2.0
519,"vie de france corporation",bakery,pleasanton,2.0
520,"noble pies",bakery,richmond,2.0
521,"rosemary's bakery",bakery,richmond,2.7
522,"the little bread board",bakery,"san carlos",2.0
523,"andre-boudin bakeries",bakery,"san jose",2.0
524,"freshly baked eatery",bakery,"san jose",2.0
525,"the bread basket",bakery,"san jose",2.0
526,"creative croissante",bakery,"san ramon",2.0
527,"german bakery",bakery,"san ramon",2.3
528,"rebecca's mighty muffins",bakery,"santa cruz",3.0
529,"sisters bake shop & restaurant",bakery,sunnyvale,2.0
530,"vie de france bakery",bakery,"union city",2.0
531,"andre-boudin bakeries inc",bakery,"walnut creek",2.3
532,"california bakery and restaurant",bakery,"san rafael",2.0
533,"coco's bakery",bakery,"santa rosa",2.0
534,"piner bakery",bakery,"santa rosa",2.0
535,"east west bakery cafe",bakery,sebastopol,2.0
536,"feed store cafe & bakery the",bakery,sonoma,2.0
537,"home grown bagels bakery & restaurant",bakery,sonoma,2.0
538,"homegrown bagels bakery & restaurant",bakery,sonoma,2.0
539,"homegrown baking company bakery & restaurant",bakery,sonoma,2.0
540,"homegrown baking company bakery & restaurant",bakery,sonoma,2.0
541,"oh la la bakery cafes",bakery,"san francisco",2.0
542,"suzanne's muffins",bakery,"palo alto",2.0
543,"o! croissant",bakery,"palo alto",2.0
544,"douce france",bakery,"palo alto",3.3
545,"douce france",bakery,"palo alto",2.0
546,"jil's patisserie",bakery,burlingame,3.4
547,"red a bakery",bakery,"san francisco",2.0
548,"special treats patisserie",bakery,"san mateo",3.0
549,bijan,bakery,"san jose",3.0
550,"the cakery",bakery,burlingame,3.5
551,"specialty's cafe and bakery",bakery,"san francisco",3.0
552,"napa valley ovens",bakery,calistoga,2.0
553,"stella bakery",bakery,"san francisco",3.6
554,"quick's little alaska",bar,albany,1.7
555,"the office inc",bar,albany,2.0
556,"beer garden",bar,antioch,2.0
557,"ausiello's tavern",bar,belmont,2.0
558,"belmont bar & grill",bar,belmont,2.0
559,"henfling's tavern",bar,"ben lomond",1.8
560,choices,bar,benicia,2.7
561,"o leary's pub",bar,benicia,2.7
562,"pastime club",bar,benicia,2.7
563,"the brewery tia theresa",bar,benicia,1.7
564,"this bar",bar,benicia,2.0
565,"barney's solano",bar,berkeley,3.0
566,"berkeley square",bar,berkeley,2.0
567,"bison brewing",bar,berkeley,2.6
568,jupiter,bar,berkeley,3.2
569,"santa fe bar and grill",bar,berkeley,3.0
570,"skates on the bay",bar,berkeley,3.9
571,"starry plough pub",bar,berkeley,2.5
572,"temple bar",bar,berkeley,2.0
573,"the albatross pub",bar,berkeley,2.3
574,"the juice bar collective inc",bar,berkeley,2.0
575,"scopazzi restaurant",bar,"boulder creek",2.8
576,"behans an irish pub",bar,burlingame,2.0
577,"california bar & grill",bar,burlingame,2.0
578,"california bar & grill",bar,burlingame,2.0
579,"dicey rileys irish pub",bar,burlingame,2.0
580,"calistoga inn/calistoga brewer",bar,calistoga,2.3
581,"gary's sports bar & grill",bar,campbell,2.6
582,"grand dell saloon",bar,campbell,1.7
583,"jerseys tavern",bar,campbell,2.8
584,"kyoto palace",bar,campbell,2.7
585,"deja vu cocktail lounge",bar,"castro valley",2.0
586,"doucet saloon",bar,"castro valley",2.0
587,"poggi's waterfall lounge",bar,"castro valley",2.0
588,"oaks tavern",bar,castroville,2.0
589,"giovannis bar & grill",bar,concord,2.0
590,"hobies roadhouse",bar,concord,2.3
591,"t r 's bar & grill",bar,concord,3.3
592,"tachi sushi bar",bar,concord,2.0
593,"the company bar",bar,concord,2.0
594,"tropical squeeze juice bar",bar,concord,2.0
595,"upper level bar & grill",bar,concord,2.0
596,"valley lounge",bar,concord,2.0
597,"monte vista inn",bar,cupertino,2.0
598,"skip's bar & grill",bar,cupertino,2.0
599,"carnival bar & grill",bar,"daly city",2.0
600,"globe tavern",bar,"daly city",2.0
601,"silver moon saloon",bar,"daly city",2.0
602,"bartolomucci incorporated",bar,danville,2.7
603,"elliott's bar inc",bar,danville,2.0
604,"evie's place",bar,dublin,2.0
605,"gallagher's dublin pub",bar,dublin,2.0
606,"lyon's brewery of dublin",bar,dublin,3.2
607,"patrick's pub",bar,dublin,2.0
608,"doctors sports bar & grill",bar,"east palo alto",2.0
609,"capri club",bar,"el sobrante",2.0
